云商通订单号|订单类型|交易金额(单位:分)|手续费金额(单位:分)|交易时间|商户订单编号|渠道金额|渠道流水号|渠道手续费(单位:分)|云商通手续费(单位:分)|分期金额(单位:分)|持卡人手续费(单位:分)|扩展参数|预付卡是否结算|预付卡交易金额(单位:分)|支付方式|原商户订单号|原云商通订单号|渠道交易类型|卡号|卡类别|渠道交易商户号|渠道配置商户号|
1416077669308579840|消费|102970|0|2021-07-17 00:50:09|21071754200262216|102970|122104500001061892|412|0|0|0|||||||微信支付|o2mUlw****UcXw|-|||
1416091856915148800|消费|44500|0|2021-07-17 01:46:31|21071757582269140|44500|122104500001061893|178|0|0|0|||||||微信支付|o2mUlw****Pn4w|-|||
1416095462397591552|平台转账|22078746|0|2021-07-17 02:00:42|93e40bd8-24ce-4eff-8bc4-884140fea36e|0||0|0|0|0||||||||||||
1416095464138227712|平台转账|9732202|0|2021-07-17 02:00:43|83685a7b-de79-4ca3-ad40-72eb3b722a63|0||0|0|0|0||||||||||||
1416095466038239232|平台转账|10492590|0|2021-07-17 02:00:43|e74da177-3d55-44ca-a18a-a2909767c32d|0||0|0|0|0||||||||||||
1416095468290588672|平台转账|5213998|0|2021-07-17 02:00:44|6a44d353-7c46-4c85-b719-24b8d5388735|0||0|0|0|0||||||||||||
1416095470802972672|平台转账|12167141|0|2021-07-17 02:00:44|d1806af2-6c0d-43c6-94d9-f0f2c60e659b|0||0|0|0|0||||||||||||
1416095473017569280|平台转账|7584325|0|2021-07-17 02:00:45|aebd15fa-24be-45bd-8c92-b15748981581|0||0|0|0|0||||||||||||
1416095475836141568|平台转账|7556941|0|2021-07-17 02:00:46|bb53f470-b6aa-4b58-a880-8fcd7afcfe13|0||0|0|0|0||||||||||||
1416095478361108480|平台转账|9899444|0|2021-07-17 02:00:46|285b5799-c900-41c2-9dd8-5ab1601638b9|0||0|0|0|0||||||||||||
1416095480055599104|平台转账|6952160|0|2021-07-17 02:00:46|fe291a94-87e0-4bca-82d1-caa3462b026d|0||0|0|0|0||||||||||||
1416095482047905792|平台转账|44765|0|2021-07-17 02:00:47|9ad73b0f-4cda-4567-a1e0-d61f1a6c198f|0||0|0|0|0||||||||||||
1416095484124086272|平台转账|60148|0|2021-07-17 02:00:48|e452f092-d0ca-4dcd-91c4-1b7785623e5a|0||0|0|0|0||||||||||||
1416095486078631936|平台转账|3367421|0|2021-07-17 02:00:48|5078fa91-c15f-409d-b882-013886e72fb9|0||0|0|0|0||||||||||||
1416095487907348480|平台转账|13346|0|2021-07-17 02:00:48|0ac37265-b0c9-4146-b767-a2af26562023|0||0|0|0|0||||||||||||
1416095489547317248|平台转账|8081258|0|2021-07-17 02:00:49|eff2d1c9-bcc1-468f-a445-a4eb2b4fedc8|0||0|0|0|0||||||||||||
1416095491120177152|平台转账|3550922|0|2021-07-17 02:00:49|13f2c385-4901-4f3f-b593-66f368c810bc|0||0|0|0|0||||||||||||
1416095492881793024|平台转账|16559986|0|2021-07-17 02:00:50|8ff3b65c-7a1c-4192-a655-272ff485924d|0||0|0|0|0||||||||||||
1416096624286896128|消费|73550|0|2021-07-17 02:05:27|21071758719262303|73550|122104500001061894|294|0|0|0|||||||微信支付|o2mUlw****IXpA|-|||
1416105767617970176|消费|736100|0|2021-07-17 02:41:47|21071760899262629|736100|122104500001061895|2944|0|0|0|||||||微信支付|o2mUlw****0LPE|-|||
1416116819961327616|消费|28000|0|2021-07-17 03:25:44|21071763534261635|28000|122104500001061896|112|0|0|0|||||||微信支付|o2mUlw****-4QY|-|||
1416138194348425216|消费|45600|0|2021-07-17 04:50:39|21071768630269230|45600|122104500001061897|182|0|0|0|||||||微信支付|o2mUlw****Hdt0|-|||
1416141759095771136|消费|60950|0|2021-07-17 05:04:49|21071769480267434|60950|122104500001061898|244|0|0|0|||||||微信支付|o2mUlw****F9r4|-|||
