云商通订单号|订单类型|交易金额(单位:分)|手续费金额(单位:分)|交易时间|商户订单编号|渠道金额|渠道流水号|渠道手续费(单位:分)|云商通手续费(单位:分)|分期金额(单位:分)|持卡人手续费(单位:分)|扩展参数|预付卡是否结算|预付卡交易金额(单位:分)|支付方式|原商户订单号|原云商通订单号|渠道交易类型|卡号|卡类别|渠道交易商户号|渠道配置商户号|
1412456916696707072|消费|53940|0|2021-07-07 01:02:40|21070790945258738|53940|122104500001043752|216|0|0|0|||||||微信支付|o2mUlw****yamo|-|||
1412467098982027264|消费|49800|0|2021-07-07 01:43:05|21070793373250497|49800|122104500001043753|199|0|0|0|||||||微信支付|o2mUlw****9T50|-|||
1412471583041134592|平台转账|13401374|0|2021-07-07 02:00:42|5682b7c2-363d-43dd-af61-95769ff2df4d|0||0|0|0|0||||||||||||
1412471584345567232|平台转账|5915712|0|2021-07-07 02:00:42|503e96c8-5a28-450d-bee1-a4b561bc9701|0||0|0|0|0||||||||||||
1412471585826148352|平台转账|9073642|0|2021-07-07 02:00:43|c73000a9-394f-42ee-a3f6-baec603901f5|0||0|0|0|0||||||||||||
1412471587487092736|平台转账|7467104|0|2021-07-07 02:00:43|049789df-3fdb-408c-84fd-91d04f2d83e4|0||0|0|0|0||||||||||||
1412471588753776640|平台转账|13844163|0|2021-07-07 02:00:44|d0130527-81b8-4d71-bbce-b8eacb734170|0||0|0|0|0||||||||||||
1412471590536351744|平台转账|13630487|0|2021-07-07 02:00:44|0a741923-48b0-4386-8d60-c5d80b2db0c5|0||0|0|0|0||||||||||||
1412471592335716352|平台转账|11088889|0|2021-07-07 02:00:44|47065e4f-feb5-4328-bfeb-aae51c602a1f|0||0|0|0|0||||||||||||
1412471593912770560|平台转账|8992113|0|2021-07-07 02:00:45|932e55d3-c51a-4244-836b-12462034c108|0||0|0|0|0||||||||||||
1412471595418533888|平台转账|3406851|0|2021-07-07 02:00:45|66b2732f-8c6b-406b-ac43-4c2c4dabd475|0||0|0|0|0||||||||||||
1412471597373079552|平台转账|58305|0|2021-07-07 02:00:46|2e864e7c-b4b7-4448-9709-b7e95be6b041|0||0|0|0|0||||||||||||
1412471599189204992|平台转账|3021069|0|2021-07-07 02:00:46|d474c517-022e-4b5d-a454-36613537f5ed|0||0|0|0|0||||||||||||
1412471600762068992|平台转账|65238|0|2021-07-07 02:00:46|35c857b4-412d-4037-8b75-5c4b3b519801|0||0|0|0|0||||||||||||
1412471602297184256|平台转账|11493|0|2021-07-07 02:00:47|5f5498d6-b062-4e3d-9350-d23d57e063ff|0||0|0|0|0||||||||||||
1412471603911987200|平台转账|1166|0|2021-07-07 02:00:47|420c9552-2a7c-41db-b2b5-c7c985e50d74|0||0|0|0|0||||||||||||
1412471605384187904|平台转账|11779916|0|2021-07-07 02:00:47|b7f5a77d-e92f-4b25-9e03-b54549eedef0|0||0|0|0|0||||||||||||
1412471606978031616|平台转账|154479|0|2021-07-07 02:00:48|e105823f-edc0-4a35-9a0b-89cdcf095996|0||0|0|0|0||||||||||||
1412471608932577280|平台转账|2652714|0|2021-07-07 02:00:48|59793b3a-cc7f-4c67-8311-30078fbf3c5f|0||0|0|0|0||||||||||||
1412471610316697600|平台转账|10077589|0|2021-07-07 02:00:49|1dfa4d76-15bb-4f1a-8984-3565d20308e9|0||0|0|0|0||||||||||||
1412471612086697984|平台转账|631409|0|2021-07-07 02:00:49|5d9c9400-75fd-4442-9e38-7989f8dd8656|0||0|0|0|0||||||||||||
1412471613789585408|平台转账|560674|0|2021-07-07 02:00:49|8f3975ed-0c01-4375-8829-0f6d7cb4679f|0||0|0|0|0||||||||||||
1412487030037811200|消费|49680|0|2021-07-07 03:02:15|21070798125257696|49680|122104500001043754|199|0|0|0|||||||微信支付|o2mUlw****TYiQ|-|||
1412494503981359104|消费|28600|0|2021-07-07 03:31:51|21070799907259639|28600|122104500001043755|114|0|0|0|||||||微信支付|o2mUlw****Kx7o|-|||
1412503532589813760|消费|105000|0|2021-07-07 04:07:45|21070702059252090|105000|122104500001043756|420|0|0|0|||||||微信支付|o2mUlw****gdIA|-|||
1412525295008751616|消费|29880|0|2021-07-07 05:34:25|21070707248255099|29880|122104500001043757|120|0|0|0|||||||微信支付|o2mUlw****6mCw|信用卡|||
1412535984171528192|消费|53940|0|2021-07-07 06:16:45|21070709796259786|53940|122104500001043758|216|0|0|0|||||||微信支付|o2mUlw****da1o|-|||
1412541205643792384|消费|53940|0|2021-07-07 06:37:29|21070711041252086|53940|122104500001043761|216|0|0|0|||||||微信支付|o2mUlw****k_QU|-|||
1412541998371450880|消费|59472|0|2021-07-07 06:40:39|21070711230258105|59472|122104500001043762|238|0|0|0|||||||微信支付|o2mUlw****AX7U|-|||
1412545275901263872|消费|72250|0|2021-07-07 06:53:38|21070712012258916|72250|122104500001043763|289|0|0|0|||||||微信支付|o2mUlw****pEH0|-|||
1412546725473697792|消费|161820|0|2021-07-07 06:59:35|21070712357254733|161820|122104500001043764|647|0|0|0|||||||微信支付|o2mUlw****usXQ|信用卡|||
1412547222309978112|消费|373660|0|2021-07-07 07:01:27|21070712476256701|373660|122104500001043765|1495|0|0|0|||||||微信支付|o2mUlw****SoFA|-|||
1412548391887454208|消费|14360|0|2021-07-07 07:06:03|21070712754253204|14360|122104500001043767|57|0|0|0|||||||微信支付|o2mUlw****WhFA|-|||
1412548394294972416|消费|72000|0|2021-07-07 07:06:05|21070712755258307|72000|122104500001043768|288|0|0|0|||||||微信支付|o2mUlw****Kg9Q|-|||
1412548808994209792|消费|70100|0|2021-07-07 07:07:40|21070712854251986|70100|122104500001043769|280|0|0|0|||||||微信支付|o2mUlw****CMbs|-|||
1412548987591864320|消费|161820|0|2021-07-07 07:08:24|21070712896257932|161820|122104500001043770|647|0|0|0|||||||微信支付|o2mUlw****vs14|信用卡|||
1412549786548047872|消费|356400|0|2021-07-07 07:11:34|21070713087257983|356400|122104500001043772|1426|0|0|0|||||||微信支付|o2mUlw****jSwg|-|||
1412549851324882944|消费|83580|0|2021-07-07 07:12:13|21070713102252407|83580|122104500001043773|334|0|0|0|||||||微信支付|o2mUlw****V9Y0|-|||
1412551438747320320|消费|54000|0|2021-07-07 07:18:06|21070713481253389|54000|122104500001043776|216|0|0|0|||||||微信支付|o2mUlw****4rzI|-|||
1412552065980313600|消费|26370|0|2021-07-07 07:20:37|21070713630251450|26370|122104500001043777|105|0|0|0|||||||微信支付|o2mUlw****9gQE|-|||
1412553338242736128|消费|98000|0|2021-07-07 07:25:42|21070713934251871|98000|122104500001043780|392|0|0|0|||||||微信支付|o2mUlw****03BY|-|||
1412553890745819136|消费|49000|0|2021-07-07 07:27:52|21070714066257194|49000|122104500001043782|196|0|0|0|||||||微信支付|o2mUlw****pEH0|-|||
1412554175773945856|消费|35000|0|2021-07-07 07:28:59|21070714133259625|35000|122104500001043783|140|0|0|0|||||||微信支付|o2mUlw****0wA0|-|||
1412554840998948864|消费|54000|0|2021-07-07 07:31:39|21070714292255888|54000|122104500001043785|216|0|0|0|||||||微信支付|o2mUlw****8m9s|-|||
