云商通订单号|订单类型|交易金额(单位:分)|手续费金额(单位:分)|交易时间|商户订单编号|渠道金额|渠道流水号|渠道手续费(单位:分)|云商通手续费(单位:分)|分期金额(单位:分)|持卡人手续费(单位:分)|扩展参数|预付卡是否结算|预付卡交易金额(单位:分)|支付方式|原商户订单号|原云商通订单号|渠道交易类型|卡号|卡类别|渠道交易商户号|渠道配置商户号|
1414645911224590336|平台转账|18173374|0|2021-07-13 02:00:42|8702b078-82aa-4857-9fb3-ab3127c91e6b|0||0|0|0|0||||||||||||
1414645913296576512|平台转账|6085994|0|2021-07-13 02:00:43|58c748c5-47ce-4472-af44-068d54c0495e|0||0|0|0|0||||||||||||
1414645915179823104|平台转账|8745634|0|2021-07-13 02:00:43|8a21118a-edf8-4be2-acbd-6284bc7988f1|0||0|0|0|0||||||||||||
1414645916815605760|平台转账|5327181|0|2021-07-13 02:00:44|c8f1b483-2ce9-4597-b26e-5845a7dbc5cc|0||0|0|0|0||||||||||||
1414645918988242944|平台转账|18439543|0|2021-07-13 02:00:44|6a0d44e8-87cf-43d5-a4fd-2b2debdb8a7c|0||0|0|0|0||||||||||||
1414645920863100928|平台转账|6753561|0|2021-07-13 02:00:45|d35496b6-08bf-42b5-ae48-e922d9c846d4|0||0|0|0|0||||||||||||
1414645922964443136|平台转账|11725368|0|2021-07-13 02:00:45|38de93e5-146d-4e29-8d27-26572f380449|0||0|0|0|0||||||||||||
1414645924524728320|平台转账|10076467|0|2021-07-13 02:00:45|342ee7a0-58c9-4dce-8e91-c1f01d61ac6c|0||0|0|0|0||||||||||||
1414645926068232192|平台转账|4008072|0|2021-07-13 02:00:46|41f2b636-1cdb-41c6-aeb8-b1999d000d61|0||0|0|0|0||||||||||||
1414645928035360768|平台转账|39530|0|2021-07-13 02:00:46|0d7150fb-713b-424c-a400-653d16a52be0|0||0|0|0|0||||||||||||
1414645930019262464|平台转账|4457649|0|2021-07-13 02:00:47|f8a1dfeb-8d84-4740-bd0a-4dce0ebca8e7|0||0|0|0|0||||||||||||
1414645932145786880|平台转账|303431|0|2021-07-13 02:00:48|4509ca9d-880a-4e19-a0db-7a3a2f5595c4|0||0|0|0|0||||||||||||
1414645935920656384|平台转账|666423|0|2021-07-13 02:00:48|0751a1e3-36d7-4672-acb6-adac7d925ac5|0||0|0|0|0||||||||||||
1414645937682264064|平台转账|19122|0|2021-07-13 02:00:49|0af0c309-6731-49dc-8510-668aec5936ee|0||0|0|0|0||||||||||||
1414645939225767936|平台转账|37748|0|2021-07-13 02:00:49|46e2f17f-ae3d-4ac5-9d26-def0917696f4|0||0|0|0|0||||||||||||
1414645940941242368|平台转账|16633|0|2021-07-13 02:00:49|3bf87e6e-d4be-4c20-995b-172e757bbdfe|0||0|0|0|0||||||||||||
1414645943109693440|平台转账|15047215|0|2021-07-13 02:00:50|9d3ced1f-79a6-4502-87cf-aad7ff259f68|0||0|0|0|0||||||||||||
1414645944661585920|平台转账|591524|0|2021-07-13 02:00:50|186e0ae6-b0d3-44bd-ab64-f4fce38811a1|0||0|0|0|0||||||||||||
1414645946377056256|平台转账|21115|0|2021-07-13 02:00:51|c48b69a7-c507-40da-983c-4cb644adfdac|0||0|0|0|0||||||||||||
1414645948000247808|平台转账|136252|0|2021-07-13 02:00:51|1dd80725-6b9f-48eb-af21-fc67bd1e93b7|0||0|0|0|0||||||||||||
1414645949849931776|平台转账|192129|0|2021-07-13 02:00:52|a5fadbed-a481-4f2b-b67f-ada449cbfdf9|0||0|0|0|0||||||||||||
1414645951829655552|平台转账|7868628|0|2021-07-13 02:00:52|14e545f2-382d-4461-9777-c8067cf046d4|0||0|0|0|0||||||||||||
1414645953712898048|平台转账|11419468|0|2021-07-13 02:00:52|57c969aa-f5d5-4166-92e7-0de0fb4137c7|0||0|0|0|0||||||||||||
1414645955583545344|平台转账|1372286|0|2021-07-13 02:00:53|cc4a3dc9-aac8-4644-b977-cecae66a1776|0||0|0|0|0||||||||||||
1414645957575847936|平台转账|1200654|0|2021-07-13 02:00:53|d110abb8-2374-45f2-9eff-33fd12fa4ca8|0||0|0|0|0||||||||||||
1414671236453109760|消费|17550|0|2021-07-13 03:41:27|21071318880269175|17550|122104500001054034|70|0|0|0|||||||微信支付|o2mUlw****a65s|-|||
1414690617165877248|消费|161820|0|2021-07-13 04:58:29|21071323501269359|161820|122104500001054035|647|0|0|0|||||||微信支付|o2mUlw****wu_U|-|||
1414693185489215488|消费|53940|0|2021-07-13 05:08:45|21071324113269982|53940|122104500001054036|216|0|0|0|||||||微信支付|o2mUlw****yAlc|-|||
1414697646076989440|消费|53940|0|2021-07-13 05:26:27|21071325177263913|53940|122104500001054038|216|0|0|0|||||||微信支付|o2mUlw****92zU|-|||
1414703849041563648|消费|29300|0|2021-07-13 05:51:08|21071326655262741|29300|122104500001054039|117|0|0|0|||||||微信支付|o2mUlw****8Pq8|-|||
1414704502279254016|消费|54900|0|2021-07-13 05:53:39|21071326811260849|54900|122104500001054040|220|0|0|0|||||||微信支付|o2mUlw****VcTo|信用卡|||
1414712175276072960|消费|107880|0|2021-07-13 06:24:06|21071328640267783|107880|122104500001054041|432|0|0|0|||||||微信支付|o2mUlw****SL5Y|-|||
1414712475856683008|消费|129000|0|2021-07-13 06:25:23|21071328712268110|129000|122104500001054042|516|0|0|0|||||||微信支付|o2mUlw****SNZ0|-|||
1414716044563456000|消费|49540|0|2021-07-13 06:39:29|21071329563268907|49540|122104500001054043|198|0|0|0|||||||微信支付|o2mUlw****htPQ|-|||
1414718855976067072|消费|107880|0|2021-07-13 06:50:40|21071330233264542|107880|122104500001054044|432|0|0|0|||||||微信支付|o2mUlw****8ZAI|-|||
1414719503098458112|消费|98000|0|2021-07-13 06:53:14|21071330388260072|98000|122104500001054045|392|0|0|0|||||||微信支付|o2mUlw****KGNU|-|||
1414720348833726464|消费|72000|0|2021-07-13 06:56:39|21071330589267459|72000|122104500001054047|288|0|0|0|||||||微信支付|o2mUlw****UGZo|-|||
1414720296824344576|消费|29300|0|2021-07-13 06:56:40|21071330577263688|29300|122104500001054046|117|0|0|0|||||||微信支付|o2mUlw****fte4|-|||
1414720766045327360|消费|26000|0|2021-07-13 06:58:15|21071330689263083|26000|122104500001054048|104|0|0|0|||||||微信支付|o2mUlw****oOhA|-|||
1414721500295991296|消费|61900|0|2021-07-13 07:01:10|21071330864262383|61900|122104500001054049|248|0|0|0|||||||微信支付|o2mUlw****0-Ek|-|||
1414721815913177088|消费|161820|0|2021-07-13 07:02:27|21071330939266555|161820|122104500001054050|647|0|0|0|||||||微信支付|o2mUlw****dqEo|-|||
1414722296332955648|消费|41200|0|2021-07-13 07:04:23|21071331054266741|41200|122104500001054051|165|0|0|0|||||||微信支付|o2mUlw****mm_Y|-|||
1414723081229844480|消费|61850|0|2021-07-13 07:07:27|21071331241269793|61850|122104500001054052|247|0|0|0|||||||微信支付|o2mUlw****Admk|信用卡|||
1414723171998773248|消费|576000|0|2021-07-13 07:07:48|21071331263268837|576000|122104500001054053|2304|0|0|0|||||||微信支付|o2mUlw****ng5k|-|||
1414723882388045824|消费|109720|0|2021-07-13 07:10:39|21071331432266738|109720|122104500001054056|439|0|0|0|||||||微信支付|o2mUlw****cpmU|-|||
1414725082349056000|消费|151100|0|2021-07-13 07:15:24|21071331718268393|151100|122104500001054062|604|0|0|0|||||||微信支付|o2mUlw****0slc|-|||
1414725441796714496|消费|21540|0|2021-07-13 07:16:51|21071331804264259|21540|122104500001054063|86|0|0|0|||||||微信支付|o2mUlw****TNNM|-|||
1414725534251749376|消费|53940|0|2021-07-13 07:17:15|21071331826263086|53940|122104500001054064|216|0|0|0|||||||微信支付|o2mUlw****VZ0s|-|||
1414725808584409088|消费|147100|0|2021-07-13 07:18:16|21071331891263766|147100|122104500001054065|588|0|0|0|||||||微信支付|o2mUlw****11jU|-|||
1414725890893430784|消费|35000|0|2021-07-13 07:18:37|21071331911260518|35000|122104500001054067|140|0|0|0|||||||微信支付|o2mUlw****KVuw|-|||
1414726815741657088|消费|15400|0|2021-07-13 07:22:19|21071332131264887|15400|122104500001054068|62|0|0|0|||||||微信支付|o2mUlw****dEJk|-|||
1414727347243855872|消费|32400|0|2021-07-13 07:24:24|21071332258264803|32400|122104500001054069|130|0|0|0|||||||微信支付|o2mUlw****gaIg|-|||
1414727839831306240|消费|161820|0|2021-07-13 07:26:23|21071332375267485|161820|122104500001054071|647|0|0|0|||||||微信支付|o2mUlw****KhXM|-|||
1414729363433209856|消费|25750|0|2021-07-13 07:32:26|21071332739266441|25750|122104500001054074|103|0|0|0|||||||微信支付|o2mUlw****-f3Y|-|||
1414729901411414016|消费|17550|0|2021-07-13 07:34:45|21071332867268131|17550|122104500001054075|70|0|0|0|||||||微信支付|o2mUlw****OFE8|-|||
1414729921938341888|消费|58840|0|2021-07-13 07:34:46|21071332872261624|58840|122104500001054076|235|0|0|0|||||||微信支付|o2mUlw****uIX8|信用卡|||
1414730762615267328|消费|45600|0|2021-07-13 07:38:01|21071333072267294|45600|122104500001054077|182|0|0|0|||||||微信支付|o2mUlw****lV8U|-|||
1414730920413380608|消费|96000|0|2021-07-13 07:38:36|21071333110263720|96000|122104500001054078|384|0|0|0|||||||微信支付|o2mUlw****yihw|-|||
1414731073530638336|消费|154860|0|2021-07-13 07:39:14|21071333146260131|154860|122104500001054079|619|0|0|0|||||||微信支付|o2mUlw****xzpw|信用卡|||
1414731319031631872|消费|387000|0|2021-07-13 07:40:14|21071333205267666|387000|122104500001054080|1548|0|0|0|||||||微信支付|o2mUlw****kstg|-|||
1414731690324008960|消费|53940|0|2021-07-13 07:41:41|21071333293261941|53940|122104500001054081|216|0|0|0|||||||微信支付|o2mUlw****P-80|-|||
1414731690282074112|消费|161820|0|2021-07-13 07:41:43|21071333293265300|161820|122104500001054082|647|0|0|0|||||||微信支付|o2mUlw****4FcY|-|||
1414731788370055168|消费|161820|0|2021-07-13 07:42:04|21071333317261215|161820|122104500001054083|647|0|0|0|||||||微信支付|o2mUlw****UXog|-|||
1414732381650165760|消费|303880|0|2021-07-13 07:44:26|21071333458261103|303880|122104500001054084|1216|0|0|0|||||||微信支付|o2mUlw****w_gQ|信用卡|||
1414732589943500800|消费|70000|0|2021-07-13 07:45:14|21071333508260867|70000|122104500001054085|280|0|0|0|||||||微信支付|o2mUlw****K0Bo|-|||
1414733078860931072|消费|196000|0|2021-07-13 07:47:11|21071333624269165|196000|122104500001054086|784|0|0|0|||||||微信支付|o2mUlw****Mrdw|-|||
1414733116861333504|消费|107880|0|2021-07-13 07:47:20|21071333634263477|107880|122104500001054087|432|0|0|0|||||||微信支付|o2mUlw****Gb5g|-|||
1414734505972867072|消费|294000|0|2021-07-13 07:52:50|21071333965260631|294000|122104500001054088|1176|0|0|0|||||||微信支付|o2mUlw****yP2E|-|||
1414735092877635584|消费|258000|0|2021-07-13 07:55:11|21071334105268783|258000|122104500001054089|1032|0|0|0|||||||微信支付|o2mUlw****Fqbc|-|||
1414735636245528576|消费|14000|0|2021-07-13 07:57:21|21071334234263901|14000|122104500001054090|56|0|0|0|||||||微信支付|o2mUlw****2B4w|-|||
