云商通订单号|订单类型|交易金额(单位:分)|手续费金额(单位:分)|交易时间|商户订单编号|渠道金额|渠道流水号|渠道手续费(单位:分)|云商通手续费(单位:分)|分期金额(单位:分)|持卡人手续费(单位:分)|扩展参数|预付卡是否结算|预付卡交易金额(单位:分)|支付方式|原商户订单号|原云商通订单号|渠道交易类型|卡号|卡类别|渠道交易商户号|渠道配置商户号|
1411716974320291840|消费|17950|0|2021-07-05 00:02:16|21070514529252437|17950|122104500001039765|72|0|0|0|||||||微信支付|o2mUlw****UQfg|-|||
1411746808283021312|平台转账|7131588|0|2021-07-05 02:00:42|5cd1e730-282c-4d4f-94d6-1033b462786d|0||0|0|0|0||||||||||||
1411746810413719552|平台转账|1829209|0|2021-07-05 02:00:43|952b2609-53db-4b91-90ae-04a4dfe1133f|0||0|0|0|0||||||||||||
1411746812494098432|平台转账|6398529|0|2021-07-05 02:00:43|3dca2398-d6d2-4f5b-a3fe-2fad3f5d5193|0||0|0|0|0||||||||||||
1411746814536728576|平台转账|2621140|0|2021-07-05 02:00:44|510d4f7d-0410-4609-ba77-339573786e9d|0||0|0|0|0||||||||||||
1411746816117981184|平台转账|7997650|0|2021-07-05 02:00:44|54c1bb78-ae0c-4a07-b75e-8cc32ec52c5b|0||0|0|0|0||||||||||||
1411746817476935680|平台转账|2849657|0|2021-07-05 02:00:45|9e03e99a-4bc2-4dd7-beb6-eb4cb2e6223e|0||0|0|0|0||||||||||||
1411746819494387712|平台转账|8070164|0|2021-07-05 02:00:45|9ef26063-cadc-433b-b581-c48b045f51fd|0||0|0|0|0||||||||||||
1411746820928835584|平台转账|7258354|0|2021-07-05 02:00:45|64e54314-0db8-4e33-9b1e-5b0f890a8221|0||0|0|0|0||||||||||||
1411746822447173632|平台转账|25696|0|2021-07-05 02:00:46|4b504444-9711-45b3-b259-7cdf1b97708e|0||0|0|0|0||||||||||||
1411746824007454720|平台转账|2248224|0|2021-07-05 02:00:46|866c0382-4248-4ba6-baef-2d1ac8d8d785|0||0|0|0|0||||||||||||
1411746825441914880|平台转账|283860|0|2021-07-05 02:00:46|a5515159-597e-4924-9691-a521eef5c72a|0||0|0|0|0||||||||||||
1411746826888945664|平台转账|314485|0|2021-07-05 02:00:47|a7caae7b-f975-4da7-879d-f85d3828ca49|0||0|0|0|0||||||||||||
1411746828612812800|平台转账|1063926|0|2021-07-05 02:00:47|0cf19640-2d72-4cb9-99f2-369faf3f86da|0||0|0|0|0||||||||||||
1411746830307303424|平台转账|118424|0|2021-07-05 02:00:48|bc64a055-674b-4c78-b31b-af8e60a44b8b|0||0|0|0|0||||||||||||
1411746832358313984|平台转账|9860|0|2021-07-05 02:00:48|265f6912-db5a-4530-be89-3f3d9b95a19e|0||0|0|0|0||||||||||||
1411746833796964352|平台转账|4652170|0|2021-07-05 02:00:48|ee66aed4-f26e-4786-a96e-990aaabac814|0||0|0|0|0||||||||||||
