云商通订单号|订单类型|交易金额(单位:分)|手续费金额(单位:分)|交易时间|商户订单编号|渠道金额|渠道流水号|渠道手续费(单位:分)|云商通手续费(单位:分)|分期金额(单位:分)|持卡人手续费(单位:分)|扩展参数|预付卡是否结算|预付卡交易金额(单位:分)|支付方式|原商户订单号|原云商通订单号|渠道交易类型|卡号|卡类别|渠道交易商户号|渠道配置商户号|
1416439382008664064|消费|70100|0|2021-07-18 00:47:30|21071840439262416|70100|122104500001063152|280|0|0|0|||||||微信支付|o2mUlw****M-64|-|||
1416451451214897152|消费|129000|0|2021-07-18 01:35:23|21071843316260859|129000|122104500001063153|516|0|0|0|||||||微信支付|o2mUlw****TbO4|-|||
1416457850263191552|平台转账|10566576|0|2021-07-18 02:00:42|ca2219a2-8a35-4fda-ab2a-23ca75174615|0||0|0|0|0||||||||||||
1416457852263870464|平台转账|3576688|0|2021-07-18 02:00:43|7a2f6b83-cf53-4f29-b8a0-3333294650e0|0||0|0|0|0||||||||||||
1416457853941596160|平台转账|5751915|0|2021-07-18 02:00:43|e6c09745-4fc8-4e3b-9f52-fbca8fe0d0b3|0||0|0|0|0||||||||||||
1416457855770304512|平台转账|3379658|0|2021-07-18 02:00:44|333cfba5-11b6-4b58-9f52-96c5d6e54023|0||0|0|0|0||||||||||||
1416457857305415680|平台转账|5874407|0|2021-07-18 02:00:44|4e973f0c-628b-40ea-98a0-c642cdad301d|0||0|0|0|0||||||||||||
1416457858937004032|平台转账|4782666|0|2021-07-18 02:00:44|5c490fb7-886e-459e-8dbd-8594241a766b|0||0|0|0|0||||||||||||
1416457860409208832|平台转账|6575852|0|2021-07-18 02:00:45|87422865-46b9-44f5-bc66-33caf0dba98c|0||0|0|0|0||||||||||||
1416457862254702592|平台转账|5981898|0|2021-07-18 02:00:45|050176a4-1ad4-4261-a287-84e13ade7d29|0||0|0|0|0||||||||||||
1416457863768846336|平台转账|943263|0|2021-07-18 02:00:45|9b42da65-9260-43fb-a8d4-5a9b874ab46c|0||0|0|0|0||||||||||||
1416457865396228096|平台转账|16404|0|2021-07-18 02:00:46|954a83a4-9039-4395-ba64-4552d095078d|0||0|0|0|0||||||||||||
1416457867065573376|平台转账|1350109|0|2021-07-18 02:00:46|eff3f4d2-33d5-4db6-8e31-9b9166642531|0||0|0|0|0||||||||||||
1416457868789428224|平台转账|12059|0|2021-07-18 02:00:47|7adada0b-2977-4000-b332-8e326f992802|0||0|0|0|0||||||||||||
1416457870660083712|平台转账|15438|0|2021-07-18 02:00:47|cf512547-25b6-400a-84f8-81d53440d936|0||0|0|0|0||||||||||||
1416457872388141056|平台转账|6059997|0|2021-07-18 02:00:48|fbfe0747-fcdc-433e-b044-58591bc9a03c|0||0|0|0|0||||||||||||
1416457873944227840|平台转账|257764|0|2021-07-18 02:00:48|8732df0d-322f-486b-9768-bcf1c0bc6758|0||0|0|0|0||||||||||||
1416457875491930112|平台转账|277544|0|2021-07-18 02:00:48|8c0bab57-ca1f-4a68-907e-0d46eb4a2cf7|0||0|0|0|0||||||||||||
1416457877278691328|平台转账|3987646|0|2021-07-18 02:00:49|66fdd677-bb97-486f-ad55-020d15f84b5f|0||0|0|0|0||||||||||||
1416457878868340736|平台转账|31135|0|2021-07-18 02:00:49|e56a4502-2c76-42a8-915c-0bfec07520d0|0||0|0|0|0||||||||||||
1416457880344731648|平台转账|7602333|0|2021-07-18 02:00:49|4c1a8a31-2f44-4792-8a58-e7bb7bc4bf2f|0||0|0|0|0||||||||||||
1416466766493650944|消费|53940|0|2021-07-18 02:36:17|21071846968266666|53940|122104500001063154|216|0|0|0|||||||微信支付|o2mUlw****2oU8|-|||
1416492217932988416|消费|53940|0|2021-07-18 04:17:22|21071853036265406|53940|122104500001063156|216|0|0|0|||||||微信支付|o2mUlw****d6M0|-|||
1416498143926685696|消费|5650|0|2021-07-18 04:40:59|21071854449261871|5650|122104500001063157|23|0|0|0|||||||微信支付|o2mUlw****cfnk|-|||
1416512521459744768|消费|14000|0|2021-07-18 05:38:02|21071857877263184|14000|122104500001063158|56|0|0|0|||||||微信支付|o2mUlw****aQtc|-|||
1416512581509582848|消费|500|0|2021-07-18 05:38:26|21071857891262518|500|122104500001063159|2|0|0|0|||||||微信支付|o2mUlw****r1r0|-|||
1416522197819723776|消费|53940|0|2021-07-18 06:16:32|21071860184261070|53940|122104500001063160|216|0|0|0|||||||微信支付|o2mUlw****FEvs|-|||
1416532218888601600|消费|736100|0|2021-07-18 06:56:29|21071862573260473|736100|122104500001063161|2944|0|0|0|||||||微信支付|o2mUlw****yk4U|-|||
1416539913687408640|消费|52500|0|2021-07-18 07:26:56|21071864407260302|52500|122104500001063164|210|0|0|0|||||||微信支付|o2mUlw****AVcU|-|||
1416539972504141824|消费|35000|0|2021-07-18 07:27:08|21071864421264471|35000|122104500001063165|140|0|0|0|||||||微信支付|o2mUlw****VcEQ|-|||
1416540370531004416|消费|53940|0|2021-07-18 07:28:43|21071864516267127|53940|122104500001063166|216|0|0|0|||||||微信支付|o2mUlw****JSTA|-|||
